Name	       Mass	   Gamma	    Spin    Isospin  I3      B		strange		charge
Lm1820zrb    1.8200000    0.8000000         0.5      0.       0.     -1		1	0
Lm1890zer    1.8900000    0.1000000         1.5      0.       0.     1		-1	0
Lm1890zrb    1.8900000    0.1000000         1.5      0.       0.     -1		1	0
Lm1830zer    1.8300000    0.9500000         0.5      0.       0.     1		-1	0
Lm1830zrb    1.8300000    0.9500000         0.5      0.       0.     -1		1	0
Lm1890zer    1.9000000    0.9500000         0.5      0.       0.     1		-1	0
Lm1890zrb    1.9000000    0.9500000         0.5      0.       0.     -1		1	0
Lm2110zer    2.1100000    0.2000000         1.5      0.       0.     1		-1	0
Lm2110zrb    2.1100000    0.2000000         1.5      0.       0.     -1		1	0
Lm2100zer    2.1000000    0.2000000         1.5      0.       0.     1		-1	0
Lm2100zrb    2.1000000    0.2000000         1.5      0.       0.     -1 	1	0
Lm2350zer    2.3500000    0.1500000         1.5      0.       0.     1		-1	0
Lm2350zrb    2.3500000    0.1500000         1.5      0.       0.     -1		1	0
Sg1189min    1.1970000    4.450e-15         0.5      1.      -1.     1		-1	-1
Sg1189mnb    1.1970000    4.450e-15         0.5      1.       1.     -1		1	1	
Sg1189zer    1.1930000    8.895e-06         0.5      1.       0.     1		-1	0
Sg11892zrb   1.1930000    8.895e-06         0.5      1.       0.     -1		1	0
Sg1189plu    1.1890000    8.209e-15         0.5      1.       1.     1		-1	1
Sg1189plb    1.1890000    8.209e-15         0.5      1.      -1.     -1		1	-1
Sg1385min    1.3872000    0.0394000         1.5      1.       1.     1		-1	-1	
Sg1385mnb    1.3872000    0.0394000         1.5      1.       1.     -1		1	1	
Sg1385zer    1.3837000    0.0360000         1.5      1.       0.     1		-1	0	
Sg1385zrb    1.3837000    0.0360000         1.5      1.       0.     -1		1	0
Sg1385plu    1.3828000    0.0358000         1.5      1.       1.     1		-1	1
Sg1385plb    1.3828000    0.0358000         1.5      1.      -1.     -1		1	-1
Sg1660plu    1.6600000    0.1000000         0.5      1.       1.     1		-1	1
Sg1660min    1.6600000    0.1000000         0.5      1.      -1.     1		-1	-1
Sg1660zer    1.6600000    0.1000000         0.5      1.       0.     1		-1	0
Sg1660plb    1.6600000    0.1000000         0.5      1.      -1.     -1		1	-1
Sg1660mnb    1.6600000    0.1000000         0.5      1.       1.     -1		1	1
Sg1660zrb    1.6600000    0.1000000         0.5      1.       0.     -1		1	0
Sg1670plu    1.6700000    0.0600000         1.5      1.       1.     1		-1	1
Sg1670min    1.6700000    0.0600000         1.5      1.      -1.     1		-1	-1
Sg1670zer    1.6700000    0.0600000         1.5      1.       0.     1		-1	0
Sg1670plb    1.6700000    0.0600000         1.5      1.      -1.     -1		1	-1
Sg1670mnb    1.6700000    0.0600000         1.5      1.       1.     -1		1	1
Sg1670zrb    1.6700000    0.0600000         1.5      1.       0.     -1		1	0
Sg1775plu    1.7750000    0.1200000         2.5      1.       1.     1		-1	1
Sg1775min    1.7750000    0.1200000         2.5      1.      -1.     1		-1	-1	
Sg1775zer    1.7750000    0.1200000         2.5      1.       0.     1		-1	0
Sg1775plb    1.7750000    0.1200000         2.5      1.      -1.     -1		1	-1
Sg1775mnb    1.7750000    0.1200000         2.5      1.       1.     -1		1	1
Sg1775zrb    1.7750000    0.1200000         2.5      1.       0.     -1		1	0
Sg1770plu    1.7700000    0.0900000         0.5      1.       1.     1		-1	1
Sg1770zer    1.7700000    0.0900000         0.5      1.       0.     1		-1	0
Sg1770min    1.7700000    0.0900000         0.5      1.      -1.     1		-1	-1
Sg1770plb    1.7700000    0.0900000         0.5      1.      -1.     -1		1	-1
Sg1770zrb    1.7700000    0.0900000         0.5      1.       0.     -1		1	0	
Sg1770mnb    1.7700000    0.0900000         0.5      1.       1.     -1		1	1
Sg1915plu    1.9150000    0.1200000         2.5      1.       1.      1		-1	1
Sg1915min    1.9150000    0.1200000         2.5      1.      -1.      1		-1	-1	
Sg1915zer    1.9150000    0.1200000         2.5      1.       0.      1		-1	0
Sg1915plb    1.9150000    0.1200000         2.5      1.      -1.      -1	1	-1
Sg1915mnb    1.9150000    0.1200000         2.5      1.       1.      -1	1	1	
Sg1915zrb    1.9150000    0.1200000         2.5      1.       0.      -1	1	0
Sg1940plu    1.9400000    0.2200000         1.5      1.       1.      1		-1	1
Sg1940min    1.9400000    0.2200000         1.5      1.      -1.      1		-1	-1
Sg1940zer    1.9400000    0.2200000         1.5      1.       0.      1		-1	0
Sg1940plb    1.9400000    0.2200000         1.5      1.      -1.      -1	1	-1
Sg1940mnb    1.9400000    0.2200000         1.5      1.       1.      -1	1	1
Sg1940zrb    1.9400000    0.2200000         1.5      1.       0.      -1	1	0	
Sg2030plu    2.0300000    0.1800000         1.5      1.       1.      1		-1	1
Sg2030min    2.0300000    0.1800000         1.5      1.      -1.      1		-1	-1
Sg2030zer    2.0300000    0.1800000         1.5      1.       0.      1		-1	0
Sg2030plb    2.0300000    0.1800000         1.5      1.      -1.      -1	1	-1	
Sg2030mnb    2.0300000    0.1800000         1.5      1.       1.      -1	1	1
Sg2030zrb    2.0300000    0.1800000         1.5      1.       0.      -1	1	0
Sg2250plu    2.2500000    0.1000000         1.5      1.       1.      1		-1	1
Sg2250min    2.2500000    0.1000000         1.5      1.      -1.      1		-1	-1
Sg2250zer    2.2500000    0.1000000         1.5      1.       0.      1		-1	0
Sg2250plb    2.2500000    0.1000000         1.5      1.      -1.      -1	1	-1
Sg2250mnb    2.2500000    0.1000000         1.5      1.       1.      -1	1	1
Sg2250zrb    2.2500000    0.1000000         1.5      1.       0.      -1	1	0
Xi1321min    1.3213100    3.888e-15         0.5      0.5     -0.5     1		-2	-1		
Xi1321mnb    1.3213100    3.888e-15         0.5      0.5      0.5     -1	2	1
Xi1321zer    1.3148300    2.267e-15         0.5      0.5      0.5     1		-2	0	
Xi1321zrb    1.3148300    2.267e-15         0.5      0.5     -0.5     -1	2	0
Xi1530min    1.5350000    0.0099000         1.5      0.5     -0.5     1		-2	-1
Xi1530mnb    1.5350000    0.0099000         1.5      0.5      0.5     -1	2	1
Xi1530zer    1.5318000    0.0091000         1.5      0.5      0.5     1		-2	0
Xi1530zrb    1.5318000    0.0091000         1.5      0.5     -0.5     -1	2	0
Xi1690min    1.6900000    0.0290000         1.5      0.5     -0.5     1		-2	-1	
Xi1690mnb    1.6900000    0.0290000         1.5      0.5      0.5     -1	2	1
Xi1690zer    1.6900000    0.0290000         1.5      0.5      0.5     1		-2	0
Xi1690zrb    1.6900000    0.0290000         1.5      0.5     -0.5     -1	2	0
Xi1820min    1.8230000    0.0240000         1.5      0.5     -0.5     1		-2	-1
Xi1820mnb    1.8230000    0.0240000         1.5      0.5      0.5     -1	2	1
Xi1820zer    1.8230000    0.0240000         1.5      0.5      0.5     1		-2	0
Xi1820zrb    1.8230000    0.0240000         1.5      0.5     -0.5     -1	2	0
Xi1950min    1.9500000    0.0600000         1.5      0.5     -0.5     1		-2	-1
Xi1950mnb    1.9500000    0.0600000         1.5      0.5      0.5     -1	2	1
Xi1950zer    1.9500000    0.0600000         1.5      0.5      0.5     1		-2	0
Xi1950zrb    1.9500000    0.0600000         1.5      0.5     -0.5     -1	2	0
Xi2030min    2.0250000    0.0200000         2.5      0.5     -0.5     1		-2	-1	
Xi2030mnb    2.0250000    0.0200000         2.5      0.5      0.5     -1	2	1
Xi2030zer    2.0250000    0.0200000         2.5      0.5      0.5     1		-2	0
Xi2030zrb    2.0250000    0.0200000         2.5      0.5     -0.5     -1	2	0
